interface_id,department,create_time,statistic_cycle,biz_name,level,object_type,stability,timeliness,completeness,accuracy,consistency,uniqueness,normativity,interface_business_level_id
108800,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297403
108800,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297404
108801,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297405
108801,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297406
108801,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297407
108801,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297408
108801,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297409
108801,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297410
108802,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297411
108802,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297412
108802,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297413
108802,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297414
108802,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297415
108802,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297416
108803,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297417
108803,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297418
108803,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297419
108803,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297420
108803,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297421
108803,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297422
108804,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297423
108804,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297424
108804,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297425
108804,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297426
108804,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297427
108804,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297428
108805,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297429
108805,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297430
108805,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297431
108805,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297432
108805,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297433
108805,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297434
108806,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297435
108806,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297436
108806,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297437
108806,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297438
108806,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297439
108806,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297440
108807,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297441
108807,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297442
108807,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297443
108807,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297444
108807,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297445
108807,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297446
108810,集团客户部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297447
108810,集团客户部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297448
108810,集团客户部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297449
108810,集团客户部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297450
108810,集团客户部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297451
108810,集团客户部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297452
108811,集团客户部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297453
108811,集团客户部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297454
108811,集团客户部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297455
108811,集团客户部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297456
108811,集团客户部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297457
108811,集团客户部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297458
108815,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297459
108815,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297460
108815,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297461
108815,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297462
108815,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297463
108815,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297464
108816,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297465
108816,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297466
108816,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297467
108816,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297468
108816,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297469
108816,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297470
108817,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297471
108817,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297472
108817,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297473
108817,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297474
108817,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297475
108817,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297476
108818,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297477
108818,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297478
108818,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297479
108818,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297480
108818,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297481
108818,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297482
108819,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297483
108819,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297484
108819,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297485
108819,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297486
108819,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297487
108819,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297488
108820,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297489
108820,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297490
108820,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297491
108820,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297492
108820,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297493
108820,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297494
108821,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297495
108821,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297496
108821,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297497
108821,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297498
108821,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297499
108821,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297500
108822,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297501
108822,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297502
108822,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297503
108822,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297504
108822,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297505
108822,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297506
108823,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297507
108823,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297508
108823,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297509
108823,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297510
108823,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297511
108823,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297512
108824,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297513
108824,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297514
108824,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297515
108824,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297516
108824,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297517
108824,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297518
108825,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297519
108825,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297520
108825,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297521
108825,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297522
108825,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297523
108825,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297524
108826,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297525
108826,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297526
108826,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297527
108826,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297528
108826,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297529
108826,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297530
108827,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297531
108827,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297532
108827,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297533
108827,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297534
108827,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297535
108827,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297536
108828,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297537
108828,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297538
108828,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297539
108828,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297540
108828,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297541
108828,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297542
108829,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297543
108829,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297544
108829,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297545
108829,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297546
108829,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297547
108829,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297548
108830,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297549
108830,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297550
108830,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297551
108830,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297552
108830,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297553
108830,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297554
108831,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297555
108831,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297556
108831,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297557
108831,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297558
108831,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297559
108831,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297560
108832,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297561
108832,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297562
108832,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297563
108832,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297564
108832,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297565
108832,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297566
108833,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297567
108833,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297568
108833,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297569
108833,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297570
108833,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297571
108833,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297572
108834,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297573
108834,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297574
108834,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297575
108834,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297576
108834,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297577
108834,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297578
108835,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297579
108835,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297580
108835,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297581
108835,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297582
108835,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297583
108835,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297584
108836,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297585
108836,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297586
108836,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297587
108836,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297588
108836,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297589
108836,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297590
108837,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297591
108837,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297592
108837,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297593
108837,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297594
108837,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297595
108837,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297596
108838,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297597
108838,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297598
108838,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297599
108838,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297600
108838,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297601
108838,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297602
108839,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297603
108839,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297604
108839,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297605
108839,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297606
108839,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297607
108839,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297608
108840,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297609
108840,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297610
108840,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297611
108840,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297612
108840,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297613
108840,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297614
108841,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297615
108841,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297616
108841,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297617
108841,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297618
108841,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297619
108841,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297620
108842,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297621
108842,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297622
108842,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297623
108842,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297624
108842,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297625
108842,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297626
108843,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297627
108843,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297628
108843,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297629
108843,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297630
108843,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297631
108843,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297632
108844,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297633
108844,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297634
108844,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297635
108844,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297636
108844,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297637
108844,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297638
108845,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297639
108845,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297640
108845,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297641
108845,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297642
108845,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297643
108845,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297644
108846,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297645
108846,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297646
108846,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297647
108846,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297648
108846,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297649
108846,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297650
108847,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297651
108847,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297652
108847,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297653
108847,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297654
108847,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297655
108847,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297656
108848,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297657
108848,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297658
108848,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297659
108848,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297660
108848,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297661
108848,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297662
108849,信息系统部,20250629,1,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297663
108849,信息系统部,20250629,1,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297664
108849,信息系统部,20250629,2,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297665
108849,信息系统部,20250629,2,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297666
108849,信息系统部,20250629,3,其他,P5,1,100%,80%,100%,100%,100%,100%,100%,1753793297667
108849,信息系统部,20250629,3,其他,P5,2,100%,80%,100%,100%,100%,100%,100%,1753793297668
108850,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297669
108850,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297670
108850,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297671
108850,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297672
108850,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297673
108850,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297674
108851,信息系统部,20250629,1,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297675
108851,信息系统部,20250629,1,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297676
108851,信息系统部,20250629,2,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297677
108851,信息系统部,20250629,2,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297678
108851,信息系统部,20250629,3,其他,P5,1,100%,100%,100%,100%,100%,100%,100%,1753793297679
108851,信息系统部,20250629,3,其他,P5,2,100%,100%,100%,100%,100%,100%,100%,1753793297680
